[2021-07-26 10:57:04,250] A: 00001.jpg, B: 00001.jpg | MSE | 50.2822125 | PSNR | 31.116659817624857 | SSMI | 0.917575764153 | Delta_E | 2.44881438334
[2021-07-26 11:06:54,163] A: 03901.jpg, B: 03901.jpg | MSE | 39.3117104167 | PSNR | 32.18558420879924 | SSMI | 0.940171336847 | Delta_E | 2.55271092845
[2021-07-26 11:06:54,322] A: 03902.jpg, B: 03902.jpg | MSE | 39.3924083333 | PSNR | 32.176678277890495 | SSMI | 0.942135173827 | Delta_E | 2.21338751258
[2021-07-26 11:06:54,477] A: 03903.jpg, B: 03903.jpg | MSE | 40.8818416667 | PSNR | 32.0154990897474 | SSMI | 0.945354197387 | Delta_E | 2.11269974653
[2021-07-26 11:06:54,635] A: 03904.jpg, B: 03904.jpg | MSE | 43.7556416667 | PSNR | 31.720463038126717 | SSMI | 0.943000058919 | Delta_E | 2.28006947363
[2021-07-26 11:06:54,787] A: 03905.jpg, B: 03905.jpg | MSE | 57.0786875 | PSNR | 30.566063827263005 | SSMI | 0.936607664335 | Delta_E | 2.75364687493
[2021-07-26 11:06:54,938] A: 03906.jpg, B: 03906.jpg | MSE | 35.1737479167 | PSNR | 32.668617141089825 | SSMI | 0.944148853602 | Delta_E | 2.43043276279
[2021-07-26 11:06:55,093] A: 03907.jpg, B: 03907.jpg | MSE | 37.3945375 | PSNR | 32.4027219468003 | SSMI | 0.94492791421 | Delta_E | 2.46592048112
[2021-07-26 11:06:55,247] A: 03908.jpg, B: 03908.jpg | MSE | 40.8365729167 | PSNR | 32.02031072747653 | SSMI | 0.947318668413 | Delta_E | 2.44244503921
[2021-07-26 11:06:55,402] A: 03909.jpg, B: 03909.jpg | MSE | 42.56373125 | PSNR | 31.840406685015825 | SSMI | 0.942767791933 | Delta_E | 2.53171710839
[2021-07-26 11:06:55,561] A: 03910.jpg, B: 03910.jpg | MSE | 36.9241125 | PSNR | 32.457702953669234 | SSMI | 0.943803296553 | Delta_E | 2.39292681397
[2021-07-26 11:06:55,714] A: 03911.jpg, B: 03911.jpg | MSE | 27.0815479167 | PSNR | 33.8040687690893 | SSMI | 0.942351552396 | Delta_E | 2.03429973196
[2021-07-26 11:06:55,871] A: 03912.jpg, B: 03912.jpg | MSE | 25.5250833333 | PSNR | 34.06113192238336 | SSMI | 0.943965476544 | Delta_E | 1.70950625934
[2021-07-26 11:06:56,021] A: 03913.jpg, B: 03913.jpg | MSE | 15.2116916667 | PSNR | 36.30902846969698 | SSMI | 0.944379596696 | Delta_E | 1.42346250516
[2021-07-26 11:06:56,187] A: 03914.jpg, B: 03914.jpg | MSE | 19.29219375 | PSNR | 35.276987460104905 | SSMI | 0.944488450845 | Delta_E | 1.59042675225
[2021-07-26 11:06:56,341] A: 03915.jpg, B: 03915.jpg | MSE | 14.6706770833 | PSNR | 36.4663020293671 | SSMI | 0.941939864264 | Delta_E | 1.56102448553
[2021-07-26 11:06:56,498] A: 03916.jpg, B: 03916.jpg | MSE | 14.93803125 | PSNR | 36.38786997230702 | SSMI | 0.946173462033 | Delta_E | 1.37910544718
[2021-07-26 11:06:56,658] A: 03917.jpg, B: 03917.jpg | MSE | 59.0841916667 | PSNR | 30.416090625636798 | SSMI | 0.924873724145 | Delta_E | 3.05199076483
[2021-07-26 11:06:56,816] A: 03918.jpg, B: 03918.jpg | MSE | 29.96165 | PSNR | 33.365146344117946 | SSMI | 0.943341374787 | Delta_E | 1.85649158225
[2021-07-26 11:06:56,966] A: 03919.jpg, B: 03919.jpg | MSE | 39.91855 | PSNR | 32.119056032634916 | SSMI | 0.936291056273 | Delta_E | 2.23489357105
[2021-07-26 11:06:57,119] A: 03920.jpg, B: 03920.jpg | MSE | 32.4682 | PSNR | 33.01622148365596 | SSMI | 0.942912651753 | Delta_E | 2.00976247729
[2021-07-26 11:06:57,285] A: 03921.jpg, B: 03921.jpg | MSE | 14.6526916667 | PSNR | 36.471629499248984 | SSMI | 0.954908782817 | Delta_E | 1.22534718234
[2021-07-26 11:06:57,444] A: 03922.jpg, B: 03922.jpg | MSE | 51.4093625 | PSNR | 31.02038142421005 | SSMI | 0.931569618098 | Delta_E | 2.66630422706
[2021-07-26 11:06:57,597] A: 03923.jpg, B: 03923.jpg | MSE | 31.0535895833 | PSNR | 33.209685519711144 | SSMI | 0.940408228928 | Delta_E | 2.08948276545
[2021-07-26 11:06:57,752] A: 03924.jpg, B: 03924.jpg | MSE | 31.3816666667 | PSNR | 33.164043558134495 | SSMI | 0.943971217001 | Delta_E | 1.94397603846
[2021-07-26 11:06:57,904] A: 03925.jpg, B: 03925.jpg | MSE | 30.6845854167 | PSNR | 33.2616010101626 | SSMI | 0.939381521661 | Delta_E | 2.1424456436
[2021-07-26 11:06:58,055] A: 03926.jpg, B: 03926.jpg | MSE | 23.96041875 | PSNR | 34.335859570327266 | SSMI | 0.949007608489 | Delta_E | 1.63713025776
[2021-07-26 11:06:58,214] A: 03927.jpg, B: 03927.jpg | MSE | 51.0661145833 | PSNR | 31.049475454876188 | SSMI | 0.93562957481 | Delta_E | 2.33324817886
[2021-07-26 11:06:58,373] A: 03928.jpg, B: 03928.jpg | MSE | 42.2469333333 | PSNR | 31.872851714815695 | SSMI | 0.933199994084 | Delta_E | 2.38882447975
[2021-07-26 11:06:58,521] A: 03929.jpg, B: 03929.jpg | MSE | 35.1352375 | PSNR | 32.67337467329642 | SSMI | 0.940107488293 | Delta_E | 2.32142845232
[2021-07-26 11:06:58,675] A: 03930.jpg, B: 03930.jpg | MSE | 38.02816875 | PSNR | 32.329749484439326 | SSMI | 0.935386579204 | Delta_E | 2.52142013675
[2021-07-26 11:06:58,832] A: 03931.jpg, B: 03931.jpg | MSE | 30.39936875 | PSNR | 33.302157953919874 | SSMI | 0.937245619999 | Delta_E | 2.41748392206
[2021-07-26 11:06:58,979] A: 03932.jpg, B: 03932.jpg | MSE | 32.31216875 | PSNR | 33.03714252601174 | SSMI | 0.930709509516 | Delta_E | 2.54251792743
[2021-07-26 11:06:59,135] A: 03933.jpg, B: 03933.jpg | MSE | 31.575775 | PSNR | 33.137263421284935 | SSMI | 0.9445175822 | Delta_E | 1.83009963915
[2021-07-26 11:06:59,290] A: 03934.jpg, B: 03934.jpg | MSE | 31.81963125 | PSNR | 33.10385218461752 | SSMI | 0.938812181658 | Delta_E | 2.02420710131
[2021-07-26 11:06:59,502] A: 03935.jpg, B: 03935.jpg | MSE | 42.8422666667 | PSNR | 31.812079207719528 | SSMI | 0.932002884363 | Delta_E | 2.37432470189
[2021-07-26 11:06:59,678] A: 03936.jpg, B: 03936.jpg | MSE | 17.1736604167 | PSNR | 35.7821748974121 | SSMI | 0.956931658448 | Delta_E | 1.40745759107
[2021-07-26 11:06:59,841] A: 03937.jpg, B: 03937.jpg | MSE | 33.14253125 | PSNR | 32.92694686418672 | SSMI | 0.948514976314 | Delta_E | 2.01067742084
[2021-07-26 11:06:59,995] A: 03938.jpg, B: 03938.jpg | MSE | 47.42915625 | PSNR | 31.37034962111642 | SSMI | 0.933945285074 | Delta_E | 3.04366617281
[2021-07-26 11:07:00,167] A: 03939.jpg, B: 03939.jpg | MSE | 58.1566333333 | PSNR | 30.484811034412044 | SSMI | 0.931418116601 | Delta_E | 3.19340184261
[2021-07-26 11:07:00,333] A: 03940.jpg, B: 03940.jpg | MSE | 64.3812416667 | PSNR | 30.043210125664416 | SSMI | 0.925777704716 | Delta_E | 3.51111274031
[2021-07-26 11:07:00,490] A: 03941.jpg, B: 03941.jpg | MSE | 16.18730625 | PSNR | 36.039057775929734 | SSMI | 0.956640587429 | Delta_E | 1.24403817725
[2021-07-26 11:07:00,668] A: 03942.jpg, B: 03942.jpg | MSE | 29.76191875 | PSNR | 33.394194341393955 | SSMI | 0.948223752564 | Delta_E | 1.90718940862
[2021-07-26 11:07:00,832] A: 03943.jpg, B: 03943.jpg | MSE | 39.7094520833 | PSNR | 32.14186466219705 | SSMI | 0.936669869295 | Delta_E | 2.77027709862
[2021-07-26 11:07:00,990] A: 03944.jpg, B: 03944.jpg | MSE | 37.5282416667 | PSNR | 32.38722144239353 | SSMI | 0.934532002201 | Delta_E | 2.70653820403
[2021-07-26 11:07:01,153] A: 03945.jpg, B: 03945.jpg | MSE | 60.13295 | PSNR | 30.339678508974263 | SSMI | 0.930112057911 | Delta_E | 3.27300652726
[2021-07-26 11:07:01,308] A: 03946.jpg, B: 03946.jpg | MSE | 64.26008125 | PSNR | 30.051390905331402 | SSMI | 0.928839198775 | Delta_E | 3.31992512298
[2021-07-26 11:07:01,468] A: 03947.jpg, B: 03947.jpg | MSE | 13.00185 | PSNR | 36.99075209512708 | SSMI | 0.955464975854 | Delta_E | 1.14299859129
[2021-07-26 11:07:01,628] A: 03948.jpg, B: 03948.jpg | MSE | 23.1450208333 | PSNR | 34.486227848310584 | SSMI | 0.955142941702 | Delta_E | 1.50812429286
[2021-07-26 11:07:01,795] A: 03949.jpg, B: 03949.jpg | MSE | 38.9814479167 | PSNR | 32.22222394466502 | SSMI | 0.947789988495 | Delta_E | 1.84257300553
[2021-07-26 11:07:01,963] A: 03950.jpg, B: 03950.jpg | MSE | 34.3081270833 | PSNR | 32.776833507562166 | SSMI | 0.944737331509 | Delta_E | 2.17296356325
[2021-07-26 11:07:02,124] A: 03951.jpg, B: 03951.jpg | MSE | 45.3825479167 | PSNR | 31.561914859984633 | SSMI | 0.939207209115 | Delta_E | 2.52455561119
[2021-07-26 11:07:02,281] A: 03952.jpg, B: 03952.jpg | MSE | 61.9919916667 | PSNR | 30.20744771363438 | SSMI | 0.928538878315 | Delta_E | 3.27829618937
[2021-07-26 11:07:02,444] A: 03953.jpg, B: 03953.jpg | MSE | 11.9380166667 | PSNR | 37.36148179993247 | SSMI | 0.958446176795 | Delta_E | 1.07739640262
[2021-07-26 11:07:02,600] A: 03954.jpg, B: 03954.jpg | MSE | 27.3633916667 | PSNR | 33.759104340907875 | SSMI | 0.948259900366 | Delta_E | 1.89582499509
[2021-07-26 11:07:02,763] A: 03955.jpg, B: 03955.jpg | MSE | 38.8791166667 | PSNR | 32.23363971670008 | SSMI | 0.939394308964 | Delta_E | 2.43228437182
[2021-07-26 11:07:02,919] A: 03956.jpg, B: 03956.jpg | MSE | 44.4238708333 | PSNR | 31.654639631544388 | SSMI | 0.944491928873 | Delta_E | 2.02714433705
[2021-07-26 11:07:03,076] A: 03957.jpg, B: 03957.jpg | MSE | 67.3012791667 | PSNR | 29.850570421157713 | SSMI | 0.938623898465 | Delta_E | 2.36907405358
[2021-07-26 11:07:03,233] A: 03958.jpg, B: 03958.jpg | MSE | 66.9531916667 | PSNR | 29.873090761564388 | SSMI | 0.922564998886 | Delta_E | 3.48625238218
[2021-07-26 11:07:03,391] A: 03959.jpg, B: 03959.jpg | MSE | 14.95439375 | PSNR | 36.383115494093985 | SSMI | 0.958784628013 | Delta_E | 1.16522881636
[2021-07-26 11:07:03,548] A: 03960.jpg, B: 03960.jpg | MSE | 25.6148354167 | PSNR | 34.04588791124538 | SSMI | 0.949316576944 | Delta_E | 1.84238613714
[2021-07-26 11:07:03,712] A: 03961.jpg, B: 03961.jpg | MSE | 28.2030291667 | PSNR | 33.62784604331643 | SSMI | 0.947616992115 | Delta_E | 1.90514158865
[2021-07-26 11:07:03,898] A: 03962.jpg, B: 03962.jpg | MSE | 44.88010625 | PSNR | 31.610264844617376 | SSMI | 0.942325106598 | Delta_E | 2.20915049228
[2021-07-26 11:07:04,065] A: 03963.jpg, B: 03963.jpg | MSE | 45.2369041667 | PSNR | 31.5758748498007 | SSMI | 0.937118563629 | Delta_E | 2.60806099989
[2021-07-26 11:07:04,223] A: 03964.jpg, B: 03964.jpg | MSE | 64.83728125 | PSNR | 30.01255565099786 | SSMI | 0.919419281183 | Delta_E | 3.51188388187
[2021-07-26 11:07:04,386] A: 03965.jpg, B: 03965.jpg | MSE | 14.52045 | PSNR | 36.5110028517267 | SSMI | 0.953206052692 | Delta_E | 1.25074954419
[2021-07-26 11:07:04,567] A: 03966.jpg, B: 03966.jpg | MSE | 18.56854375 | PSNR | 35.443025156170066 | SSMI | 0.956262489681 | Delta_E | 1.80239677825
[2021-07-26 11:07:04,734] A: 03967.jpg, B: 03967.jpg | MSE | 15.62285 | PSNR | 36.19320097884299 | SSMI | 0.959818799919 | Delta_E | 1.31595735868
[2021-07-26 11:07:04,893] A: 03968.jpg, B: 03968.jpg | MSE | 11.8761770833 | PSNR | 37.3840369621629 | SSMI | 0.963638496056 | Delta_E | 1.07143553491
[2021-07-26 11:07:05,053] A: 03969.jpg, B: 03969.jpg | MSE | 10.1880770833 | PSNR | 38.04988138677268 | SSMI | 0.952677759628 | Delta_E | 0.976693520507
[2021-07-26 11:07:05,208] A: 03970.jpg, B: 03970.jpg | MSE | 48.8376833333 | PSNR | 31.24325306320136 | SSMI | 0.944849492934 | Delta_E | 5.18849872163
[2021-07-26 11:07:05,374] A: 03971.jpg, B: 03971.jpg | MSE | 24.90910625 | PSNR | 34.1672221573432 | SSMI | 0.950855017054 | Delta_E | 2.13533789073
[2021-07-26 11:07:05,528] A: 03972.jpg, B: 03972.jpg | MSE | 22.2661145833 | PSNR | 34.654359212131205 | SSMI | 0.954309959306 | Delta_E | 1.67592749364
[2021-07-26 11:07:05,687] A: 03973.jpg, B: 03973.jpg | MSE | 7.96545833333 | PSNR | 39.11869590660365 | SSMI | 0.958597058545 | Delta_E | 0.878817615293
[2021-07-26 11:07:05,849] A: 03974.jpg, B: 03974.jpg | MSE | 9.058375 | PSNR | 38.560300651591255 | SSMI | 0.956461761209 | Delta_E | 0.908263010442
[2021-07-26 11:07:06,014] A: 03975.jpg, B: 03975.jpg | MSE | 8.40015625 | PSNR | 38.88792996486781 | SSMI | 0.958472374763 | Delta_E | 0.847549154146
[2021-07-26 11:07:06,195] A: 03976.jpg, B: 03976.jpg | MSE | 65.53316875 | PSNR | 29.966191927993385 | SSMI | 0.941064250769 | Delta_E | 5.81980353976
[2021-07-26 11:07:06,360] A: 03977.jpg, B: 03977.jpg | MSE | 19.98103125 | PSNR | 35.12462461831463 | SSMI | 0.956452964228 | Delta_E | 1.44254584259
[2021-07-26 11:07:06,532] A: 03978.jpg, B: 03978.jpg | MSE | 27.8001354167 | PSNR | 33.690334494617815 | SSMI | 0.952920668042 | Delta_E | 1.84549688557
[2021-07-26 11:07:06,746] A: 03979.jpg, B: 03979.jpg | MSE | 23.5698708333 | PSNR | 34.40723158340374 | SSMI | 0.953566251761 | Delta_E | 1.75357687392
[2021-07-26 11:07:06,996] A: 03980.jpg, B: 03980.jpg | MSE | 23.1952833333 | PSNR | 34.47680679018449 | SSMI | 0.951013251919 | Delta_E | 1.65808817777
[2021-07-26 11:07:07,156] A: 03981.jpg, B: 03981.jpg | MSE | 31.7710895833 | PSNR | 33.110482517406375 | SSMI | 0.936947593817 | Delta_E | 2.15223792821
[2021-07-26 11:07:07,308] A: 03982.jpg, B: 03982.jpg | MSE | 61.9066020833 | PSNR | 30.21343393665802 | SSMI | 0.93453990811 | Delta_E | 4.78945990279
[2021-07-26 11:07:07,465] A: 03983.jpg, B: 03983.jpg | MSE | 32.5707333333 | PSNR | 33.00252824009064 | SSMI | 0.94616624356 | Delta_E | 2.11007983792
[2021-07-26 11:07:07,681] A: 03984.jpg, B: 03984.jpg | MSE | 40.9847416667 | PSNR | 32.00458158863711 | SSMI | 0.945010733696 | Delta_E | 2.11222660048
[2021-07-26 11:07:07,844] A: 03985.jpg, B: 03985.jpg | MSE | 32.35630625 | PSNR | 33.03121423539673 | SSMI | 0.948244700282 | Delta_E | 2.05266993867
[2021-07-26 11:07:08,001] A: 03986.jpg, B: 03986.jpg | MSE | 11.8653520833 | PSNR | 37.387997312028645 | SSMI | 0.955569967779 | Delta_E | 1.04319561101
[2021-07-26 11:07:08,154] A: 03987.jpg, B: 03987.jpg | MSE | 23.18874375 | PSNR | 34.478031394925836 | SSMI | 0.947367574516 | Delta_E | 1.70709720579
[2021-07-26 11:07:08,307] A: 03988.jpg, B: 03988.jpg | MSE | 62.9914583333 | PSNR | 30.13798697925436 | SSMI | 0.936938196625 | Delta_E | 5.58945751165
[2021-07-26 11:07:08,450] A: 03989.jpg, B: 03989.jpg | MSE | 7.43056041667 | PSNR | 39.42058791160158 | SSMI | 0.964807713251 | Delta_E | 0.907203301051
[2021-07-26 11:07:08,637] A: 03990.jpg, B: 03990.jpg | MSE | 17.6237083333 | PSNR | 35.66983064098784 | SSMI | 0.956825370101 | Delta_E | 1.43816021392
[2021-07-26 11:07:08,824] A: 03991.jpg, B: 03991.jpg | MSE | 29.4416 | PSNR | 33.44118952882838 | SSMI | 0.9444986672 | Delta_E | 1.96162056613
[2021-07-26 11:07:09,000] A: 03992.jpg, B: 03992.jpg | MSE | 9.39676875 | PSNR | 38.40101821661248 | SSMI | 0.961550712016 | Delta_E | 0.935220706809
[2021-07-26 11:07:09,161] A: 03993.jpg, B: 03993.jpg | MSE | 29.3866104167 | PSNR | 33.449308653782296 | SSMI | 0.931841255938 | Delta_E | 2.47461529863
[2021-07-26 11:07:09,307] A: 03994.jpg, B: 03994.jpg | MSE | 51.3546333333 | PSNR | 31.025007281182027 | SSMI | 0.941015757188 | Delta_E | 5.45543465963
[2021-07-26 11:07:09,457] A: 03995.jpg, B: 03995.jpg | MSE | 25.0033375 | PSNR | 34.15082377752247 | SSMI | 0.946353640091 | Delta_E | 1.95546475474
[2021-07-26 11:07:09,617] A: 03996.jpg, B: 03996.jpg | MSE | 27.4423791667 | PSNR | 33.74658600255812 | SSMI | 0.943820638633 | Delta_E | 2.00129342104
[2021-07-26 11:07:09,768] A: 03997.jpg, B: 03997.jpg | MSE | 35.1362958333 | PSNR | 32.67324385835475 | SSMI | 0.934813316935 | Delta_E | 2.47235764735
[2021-07-26 11:07:09,968] A: 03998.jpg, B: 03998.jpg | MSE | 37.3923708333 | PSNR | 32.402973587468075 | SSMI | 0.93266184448 | Delta_E | 2.53737184156
[2021-07-26 11:07:10,151] A: 03999.jpg, B: 03999.jpg | MSE | 38.86305 | PSNR | 32.235434795246114 | SSMI | 0.929827495085 | Delta_E | 2.65522580551
[2021-07-26 11:07:10,306] A: 04000.jpg, B: 04000.jpg | MSE | 38.7348479167 | PSNR | 32.24978505717668 | SSMI | 0.931073373831 | Delta_E | 2.52963075711
[2021-07-26 11:07:10,451] A: 04001.jpg, B: 04001.jpg | MSE | 26.1813333333 | PSNR | 33.95088600831779 | SSMI | 0.94928619368 | Delta_E | 1.67946704164
[2021-07-26 11:07:10,603] A: 04002.jpg, B: 04002.jpg | MSE | 30.9858541667 | PSNR | 33.21916888306792 | SSMI | 0.940346762014 | Delta_E | 2.19241094248
[2021-07-26 11:07:10,751] A: 04003.jpg, B: 04003.jpg | MSE | 29.87803125 | PSNR | 33.377283837028095 | SSMI | 0.940059742821 | Delta_E | 2.09825902422
[2021-07-26 11:07:10,934] A: 04004.jpg, B: 04004.jpg | MSE | 28.2018208333 | PSNR | 33.628032116854094 | SSMI | 0.943747749181 | Delta_E | 1.97042677426
[2021-07-26 11:07:11,105] A: 04005.jpg, B: 04005.jpg | MSE | 42.1262979167 | PSNR | 31.885270661134356 | SSMI | 0.928454323452 | Delta_E | 2.65710739911
[2021-07-26 11:07:11,254] A: 04006.jpg, B: 04006.jpg | MSE | 37.1891479167 | PSNR | 32.426641330152336 | SSMI | 0.932573790402 | Delta_E | 2.46192877926
[2021-07-26 11:07:11,417] A: 04007.jpg, B: 04007.jpg | MSE | 32.5269416667 | PSNR | 33.00837130040133 | SSMI | 0.937794487253 | Delta_E | 2.28863434108
[2021-07-26 11:07:11,584] A: 04008.jpg, B: 04008.jpg | MSE | 20.7193041667 | PSNR | 34.967051948165 | SSMI | 0.947629596563 | Delta_E | 1.63067245504
[2021-07-26 11:07:11,736] A: 04009.jpg, B: 04009.jpg | MSE | 30.8940520833 | PSNR | 33.232054864926894 | SSMI | 0.939960977072 | Delta_E | 2.16313543777
[2021-07-26 11:07:11,919] A: 04010.jpg, B: 04010.jpg | MSE | 38.4810479167 | PSNR | 32.2783347062508 | SSMI | 0.931393408363 | Delta_E | 2.4135954923
[2021-07-26 11:07:12,091] A: 04011.jpg, B: 04011.jpg | MSE | 36.8754583333 | PSNR | 32.46342933904728 | SSMI | 0.924337373179 | Delta_E | 2.84083552618
[2021-07-26 11:07:12,241] A: 04012.jpg, B: 04012.jpg | MSE | 41.33593125 | PSNR | 31.967526346491184 | SSMI | 0.930359091826 | Delta_E | 2.62938588512
[2021-07-26 11:07:12,385] A: 04013.jpg, B: 04013.jpg | MSE | 34.99423125 | PSNR | 32.690839034542556 | SSMI | 0.931367288827 | Delta_E | 2.60222218414
[2021-07-26 11:07:12,532] A: 04014.jpg, B: 04014.jpg | MSE | 32.1885458333 | PSNR | 33.053790036549344 | SSMI | 0.936456379384 | Delta_E | 2.27795559754
[2021-07-26 11:07:12,703] A: 04015.jpg, B: 04015.jpg | MSE | 39.1681958333 | PSNR | 32.201467933454005 | SSMI | 0.924459393706 | Delta_E | 2.88737043322
[2021-07-26 11:07:12,869] A: 04016.jpg, B: 04016.jpg | MSE | 27.8883916667 | PSNR | 33.67656891794849 | SSMI | 0.938601038305 | Delta_E | 2.09944878938
[2021-07-26 11:07:13,050] A: 04017.jpg, B: 04017.jpg | MSE | 36.03179375 | PSNR | 32.5639447797554 | SSMI | 0.934567534749 | Delta_E | 2.43171032858
[2021-07-26 11:07:13,197] A: 04018.jpg, B: 04018.jpg | MSE | 45.56865625 | PSNR | 31.544141387768914 | SSMI | 0.929259625862 | Delta_E | 2.88668820407
[2021-07-26 11:07:13,340] A: 04019.jpg, B: 04019.jpg | MSE | 26.3951208333 | PSNR | 33.91556706384323 | SSMI | 0.942603309051 | Delta_E | 2.0612691033
[2021-07-26 11:07:13,489] A: 04020.jpg, B: 04020.jpg | MSE | 30.3537416667 | PSNR | 33.30868127234972 | SSMI | 0.939780875739 | Delta_E | 2.25110448498
[2021-07-26 11:07:13,635] A: 04021.jpg, B: 04021.jpg | MSE | 24.7488541667 | PSNR | 34.19525264289773 | SSMI | 0.941529263529 | Delta_E | 1.99893798644
[2021-07-26 11:07:13,823] A: 04022.jpg, B: 04022.jpg | MSE | 40.1346458333 | PSNR | 32.09560925953466 | SSMI | 0.926032005073 | Delta_E | 2.80242473453
[2021-07-26 11:07:13,979] A: 04023.jpg, B: 04023.jpg | MSE | 41.0050854167 | PSNR | 32.0024263996675 | SSMI | 0.924028969616 | Delta_E | 2.82668887991
[2021-07-26 11:07:14,131] A: 04024.jpg, B: 04024.jpg | MSE | 37.8458166667 | PSNR | 32.35062479647141 | SSMI | 0.931336698651 | Delta_E | 2.37519563872
[2021-07-26 11:07:14,282] A: 04025.jpg, B: 04025.jpg | MSE | 52.1350125 | PSNR | 30.95950878863613 | SSMI | 0.947723623524 | Delta_E | 1.95974813782
[2021-07-26 11:07:14,435] A: 04026.jpg, B: 04026.jpg | MSE | 22.97728125 | PSNR | 34.517817206746685 | SSMI | 0.961779196967 | Delta_E | 1.27591967645
[2021-07-26 11:07:14,593] A: 04027.jpg, B: 04027.jpg | MSE | 30.4247020833 | PSNR | 33.29854026527775 | SSMI | 0.949795059761 | Delta_E | 1.76535761657
[2021-07-26 11:07:14,762] A: 04028.jpg, B: 04028.jpg | MSE | 36.7561833333 | PSNR | 32.477499518243434 | SSMI | 0.942950008454 | Delta_E | 2.13959283828
[2021-07-26 11:07:14,923] A: 04029.jpg, B: 04029.jpg | MSE | 25.933775 | PSNR | 33.99214622257415 | SSMI | 0.941903209297 | Delta_E | 2.29362549169
[2021-07-26 11:07:15,090] A: 04030.jpg, B: 04030.jpg | MSE | 55.9071645833 | PSNR | 30.656128939542207 | SSMI | 0.922910282657 | Delta_E | 3.56831160239
[2021-07-26 11:07:15,249] A: 04031.jpg, B: 04031.jpg | MSE | 35.3552833333 | PSNR | 32.64626038885978 | SSMI | 0.933851086362 | Delta_E | 2.59002362824
[2021-07-26 11:07:15,411] A: 04032.jpg, B: 04032.jpg | MSE | 14.5690458333 | PSNR | 36.49649251300226 | SSMI | 0.955458393116 | Delta_E | 1.22638745828
[2021-07-26 11:07:15,571] A: 04033.jpg, B: 04033.jpg | MSE | 36.0929833333 | PSNR | 32.556575798985705 | SSMI | 0.941847842616 | Delta_E | 1.96757923813
[2021-07-26 11:07:15,737] A: 04034.jpg, B: 04034.jpg | MSE | 39.3165854167 | PSNR | 32.18504567859722 | SSMI | 0.929966524769 | Delta_E | 2.75081314566
[2021-07-26 11:07:15,906] A: 04035.jpg, B: 04035.jpg | MSE | 26.8775541667 | PSNR | 33.836906150965774 | SSMI | 0.943993687321 | Delta_E | 2.31211731295
[2021-07-26 11:07:16,062] A: 04036.jpg, B: 04036.jpg | MSE | 49.7633395833 | PSNR | 31.161708430045607 | SSMI | 0.923786809852 | Delta_E | 3.24542349776
[2021-07-26 11:07:16,229] A: 04037.jpg, B: 04037.jpg | MSE | 33.17076875 | PSNR | 32.92324824228916 | SSMI | 0.934717637531 | Delta_E | 2.36266706032
[2021-07-26 11:07:16,388] A: 04038.jpg, B: 04038.jpg | MSE | 25.407 | PSNR | 34.081269732816665 | SSMI | 0.949180497816 | Delta_E | 1.56989257997
[2021-07-26 11:07:16,549] A: 04039.jpg, B: 04039.jpg | MSE | 33.7253458333 | PSNR | 32.851239490699065 | SSMI | 0.93938061202 | Delta_E | 2.23080583514
[2021-07-26 11:07:16,710] A: 04040.jpg, B: 04040.jpg | MSE | 40.97929375 | PSNR | 32.005158915055375 | SSMI | 0.927903447422 | Delta_E | 2.70145748719
[2021-07-26 11:07:16,866] A: 04041.jpg, B: 04041.jpg | MSE | 27.5348270833 | PSNR | 33.731980073790986 | SSMI | 0.93972384085 | Delta_E | 2.12807987771
[2021-07-26 11:07:17,021] A: 04042.jpg, B: 04042.jpg | MSE | 33.35211875 | PSNR | 32.89956932444263 | SSMI | 0.935304936529 | Delta_E | 2.41791355689
[2021-07-26 11:07:17,177] A: 04043.jpg, B: 04043.jpg | MSE | 33.69875625 | PSNR | 32.854664885938924 | SSMI | 0.93691258386 | Delta_E | 2.29013603432
[2021-07-26 11:07:17,350] A: 04044.jpg, B: 04044.jpg | MSE | 15.8960291667 | PSNR | 36.11791709904629 | SSMI | 0.95293640248 | Delta_E | 1.31358654318
[2021-07-26 11:07:17,529] A: 04045.jpg, B: 04045.jpg | MSE | 27.9936604167 | PSNR | 33.66020670875426 | SSMI | 0.940175845556 | Delta_E | 1.97074730169
[2021-07-26 11:07:17,693] A: 04046.jpg, B: 04046.jpg | MSE | 42.0948375 | PSNR | 31.888515235296087 | SSMI | 0.924912212588 | Delta_E | 2.703078298
[2021-07-26 11:07:17,866] A: 04047.jpg, B: 04047.jpg | MSE | 27.5362770833 | PSNR | 33.73175137781387 | SSMI | 0.943158988553 | Delta_E | 1.91606205833
[2021-07-26 11:07:18,031] A: 04048.jpg, B: 04048.jpg | MSE | 37.4106083333 | PSNR | 32.40085590556319 | SSMI | 0.932832254234 | Delta_E | 2.43014996612
[2021-07-26 11:07:18,184] A: 04049.jpg, B: 04049.jpg | MSE | 31.2172979167 | PSNR | 33.18685051848985 | SSMI | 0.937202185884 | Delta_E | 2.24453457904
[2021-07-26 11:07:18,351] A: 04050.jpg, B: 04050.jpg | MSE | 38.2782895833 | PSNR | 32.30127837225903 | SSMI | 0.931166307511 | Delta_E | 2.66412219473
[2021-07-26 11:07:18,510] A: 04051.jpg, B: 04051.jpg | MSE | 34.4409479167 | PSNR | 32.76005264854228 | SSMI | 0.934566832148 | Delta_E | 2.38774302804
